Gene stable ID	Gene name	AFFY Zebrafish probe
ENSDARG00000056491	ikzf5	Dr.25707.1.A1_at
ENSDARG00000030020	agfg1a	Dr.1483.1.S1_at
ENSDARG00000054829	pik3c3	Dr.18194.1.A1_at
ENSDARG00000099672	capgb	Dr.3432.1.S1_at
ENSDARG00000056649	htatsf1	Dr.25746.1.A1_at
ENSDARG00000056649	htatsf1	Dr.20844.1.S1_at
ENSDARG00000054829	pik3c3	Dr.18194.1.A1_at
ENSDARG00000002994	itpkca	Dr.13631.1.A1_at
ENSDARG00000043976	etf1b	Dr.4113.1.S2_at
ENSDARG00000043976	etf1b	Dr.4113.1.S1_at
ENSDARG00000089930	iqce	Dr.4022.1.A1_at
ENSDARG00000030020	agfg1a	Dr.1483.1.S1_at
ENSDARG00000028295	mkrn4	Dr.11551.1.S1_at
ENSDARG00000042341	tmem251	Dr.16595.1.S1_at
ENSDARG00000036061	ogfod1	Dr.17474.1.S1_at
ENSDARG00000069013	prdx4	Dr.19449.1.S1_at
ENSDARG00000043976	etf1b	Dr.4113.1.S2_at
ENSDARG00000043976	etf1b	Dr.4113.1.S1_at
ENSDARG00000056193	nme7	Dr.20176.1.S1_at
ENSDARG00000055305	ret	Dr.17711.1.S1_at
ENSDARG00000043976	etf1b	Dr.4113.1.S2_at
ENSDARG00000055305	ret	Dr.17711.1.S1_at
ENSDARG00000062390	cdc42ep5	Dr.19864.1.S1_at
ENSDARG00000088195	si:ch211-168f7.5	Dr.23715.1.S1_at
ENSDARG00000062390	cdc42ep5	Dr.19864.1.S1_at
ENSDARG00000062390	cdc42ep5	Dr.19864.1.S1_at
ENSDARG00000003167	mlst8	Dr.8365.1.A1_at
ENSDARG00000003167	mlst8	Dr.7298.1.S1_at
ENSDARG00000026723	syncripl	Dr.7496.1.A1_at
ENSDARG00000071235	si:ch211-117c9.5	Dr.16770.1.A1_at
ENSDARG00000019532	fads2	Dr.4938.1.S1_at
ENSDARG00000005456	katnb1	Dr.24204.1.A1_at
ENSDARG00000019532	fads2	Dr.4938.1.S1_at
ENSDARG00000003167	mlst8	Dr.8365.1.A1_at
ENSDARG00000003167	mlst8	Dr.7298.1.S1_at
ENSDARG00000024184	narf	Dr.76.2.A1_a_at
ENSDARG00000026723	syncripl	Dr.7496.1.A1_at
ENSDARG00000025071	brd8	Dr.9079.1.S1_at
ENSDARG00000007693	nfkbiab	Dr.24507.1.S1_at
ENSDARG00000005023	fkbp9	Dr.23890.1.S1_at
ENSDARG00000075217	tdrd12	Dr.16001.1.A1_at
ENSDARG00000013776	thop1	Dr.4044.1.A1_at
ENSDARG00000025071	brd8	Dr.9079.1.S1_at
ENSDARG00000005456	katnb1	Dr.24204.1.A1_at
ENSDARG00000036567	aanat1	Dr.11176.1.A1_s_at
ENSDARG00000036567	aanat1	DrAffx.2.8.S1_at
ENSDARG00000005023	fkbp9	Dr.23890.1.S1_at
ENSDARG00000028173	slc4a2a	Dr.26119.2.S1_a_at
ENSDARG00000028173	slc4a2a	Dr.26119.1.S1_at
ENSDARG00000028173	slc4a2a	Dr.1658.1.A1_at
ENSDARG00000036567	aanat1	Dr.11176.1.A1_s_at
ENSDARG00000036567	aanat1	DrAffx.2.8.S1_at
ENSDARG00000025071	brd8	Dr.9079.1.S1_at
ENSDARG00000007693	nfkbiab	Dr.24507.1.S1_at
ENSDARG00000013776	thop1	Dr.4044.1.A1_at
ENSDARG00000005456	katnb1	Dr.24204.1.A1_at
ENSDARG00000005456	katnb1	Dr.16044.1.S1_at
ENSDARG00000005210	coro2a	Dr.3099.1.A1_at
ENSDARG00000045928	psma4	Dr.10596.1.S1_at
ENSDARG00000015978	COX5B	Dr.1452.1.S1_at
ENSDARG00000028173	slc4a2a	Dr.26119.2.S1_a_at
ENSDARG00000005210	coro2a	Dr.3099.1.A1_at
ENSDARG00000015978	COX5B	Dr.1452.1.S1_at
ENSDARG00000019532	fads2	Dr.4938.1.S1_at
ENSDARG00000101377	ccdc142	Dr.71.1.A1_at
ENSDARG00000079508	fam114a2	Dr.7735.1.A1_at
ENSDARG00000068291	TMEM208	Dr.16044.1.S1_at
ENSDARG00000004308	fam8a1b	Dr.15871.1.S1_at
ENSDARG00000054707	dhx8	Dr.512.1.A1_at
ENSDARG00000078270	CU467961.1	Dr.17124.1.A1_at
ENSDARG00000054707	dhx8	Dr.512.1.A1_at
ENSDARG00000031774	pus7	Dr.14734.1.A1_a_at
ENSDARG00000078929	abhd16a	Dr.11715.1.A1_at
ENSDARG00000013575	rfx2	Dr.2654.1.A1_at
ENSDARG00000101074	glud1b	Dr.2938.1.S1_at
ENSDARG00000053559	tspan3b	Dr.12690.1.A1_at
ENSDARG00000091655	gcsha	Dr.1491.1.S1_at
ENSDARG00000037633	leng1	Dr.16714.1.A1_at
ENSDARG00000002339	sgf29	Dr.13656.1.A1_at
ENSDARG00000091771	lysmd2	Dr.7882.1.A1_at
ENSDARG00000091771	lysmd2	Dr.7882.1.A1_a_at
ENSDARG00000004189	cbx1a	Dr.7662.1.S1_at
ENSDARG00000091771	lysmd2	Dr.7882.1.A1_at
ENSDARG00000091771	lysmd2	Dr.7882.1.A1_a_at
ENSDARG00000031774	pus7	Dr.14734.1.A1_a_at
ENSDARG00000031774	pus7	Dr.14734.1.A1_a_at
ENSDARG00000002339	sgf29	Dr.13656.1.A1_at
ENSDARG00000002339	sgf29	Dr.13656.1.A1_at
ENSDARG00000087555	si:ch73-308l14.2	Dr.15071.1.A1_at
ENSDARG00000056719	slc6a19b	Dr.22146.1.A1_at
ENSDARG00000071355	si:ch211-197g15.7	Dr.22154.1.A1_at
ENSDARG00000002506	zgc:92818	Dr.14841.1.S1_at
ENSDARG00000076508	grm8b	Dr.26085.1.A1_at
ENSDARG00000075245	wdr11	Dr.8802.1.A1_at
ENSDARG00000052438	actr2a	Dr.8744.1.A1_at
ENSDARG00000052438	actr2a	Dr.8744.3.S1_at
ENSDARG00000052438	actr2a	Dr.8744.2.S1_at
ENSDARG00000056932	tfip11	Dr.7492.1.A1_at
ENSDARG00000002506	zgc:92818	Dr.14841.1.S1_at
ENSDARG00000075245	wdr11	Dr.8802.1.A1_at
ENSDARG00000056932	tfip11	Dr.7492.1.A1_at
ENSDARG00000087555	si:ch73-308l14.2	Dr.15071.1.A1_at
ENSDARG00000019838	ugdh	Dr.14669.2.S1_at
ENSDARG00000019838	ugdh	Dr.14669.1.S1_a_at
ENSDARG00000100581	BX248128.2	Dr.23961.1.S1_at
ENSDARG00000005104	limk2	Dr.1225.1.A1_at
ENSDARG00000019838	ugdh	Dr.14669.1.S1_a_at
ENSDARG00000046157	RPS17	Dr.664.3.S1_at
ENSDARG00000002552	mapkapk2a	Dr.20395.1.A1_at
ENSDARG00000002552	mapkapk2a	Dr.25777.1.S1_at
ENSDARG00000003270	dhps	Dr.11628.1.S1_at
ENSDARG00000070795	eaf1	Dr.3524.1.A1_at
ENSDARG00000040988	tpi1b	Dr.4157.1.S1_at
ENSDARG00000046157	RPS17	Dr.664.3.S1_at
ENSDARG00000003270	dhps	Dr.11628.1.S1_at
ENSDARG00000004574	gtf3c2	Dr.14846.1.S1_at
ENSDARG00000010791	dla	Dr.10492.1.S1_at
ENSDARG00000043480	rbbp8	Dr.21899.1.A1_at
ENSDARG00000046157	RPS17	Dr.664.3.S1_at
ENSDARG00000016233	sdr16c5a	Dr.90.1.A1_at
ENSDARG00000019961	znf513a	Dr.18688.1.A1_at
ENSDARG00000023878	stk24b	Dr.6379.1.A1_at
ENSDARG00000043480	rbbp8	Dr.21899.1.A1_at
ENSDARG00000010791	dla	Dr.10492.1.S1_at
ENSDARG00000040988	tpi1b	Dr.4157.1.S1_at
ENSDARG00000040248	crata	Dr.11971.1.A1_at
ENSDARG00000010791	dla	Dr.10492.1.S1_at
ENSDARG00000046157	RPS17	Dr.664.3.S1_at
ENSDARG00000058561	fbxo30a	Dr.18454.1.A1_at
ENSDARG00000071395	camk2g1	Dr.2527.1.A1_at
ENSDARG00000046157	RPS17	Dr.664.3.S1_at
ENSDARG00000099675	kdm4b	Dr.18485.1.A1_at
ENSDARG00000099675	kdm4b	Dr.18485.2.A1_a_at
ENSDARG00000040248	crata	Dr.11971.1.A1_at
ENSDARG00000093646	AL954359.1	Dr.17587.1.A1_at
ENSDARG00000045159	zdhhc4	Dr.1220.1.S1_at
ENSDARG00000094423	AL954359.2	Dr.17587.1.A1_at
ENSDARG00000099532	ubl3a	Dr.2716.1.A1_at
ENSDARG00000023878	stk24b	Dr.6379.1.A1_at
ENSDARG00000045159	zdhhc4	Dr.1220.1.S1_at
ENSDARG00000046157	RPS17	Dr.664.3.S1_at
ENSDARG00000009250	etfb	Dr.25114.1.S1_at
ENSDARG00000071395	camk2g1	Dr.2527.1.A1_at
ENSDARG00000099532	ubl3a	Dr.2716.1.A1_at
ENSDARG00000040163	prim1	Dr.377.1.S1_at
ENSDARG00000029695	pgp	Dr.2071.1.S1_at
ENSDARG00000009250	etfb	Dr.25114.1.S1_at
ENSDARG00000017500	rock2a	Dr.1706.1.S1_at
ENSDARG00000022309	dspa	Dr.4929.1.A1_at
ENSDARG00000018524	midn	Dr.11290.1.A1_at
ENSDARG00000018524	midn	Dr.25482.1.A1_at
ENSDARG00000020647	trpc4apb	Dr.15279.1.S1_s_at
ENSDARG00000020647	trpc4apb	Dr.15279.2.S1_at
ENSDARG00000020647	trpc4apb	Dr.15279.2.S1_s_at
ENSDARG00000022845	lias	Dr.16722.1.A1_at
ENSDARG00000075178	lpcat3	Dr.13438.1.A1_at
ENSDARG00000035986	ptpn2b	Dr.2118.1.S1_at
ENSDARG00000020647	trpc4apb	Dr.8275.1.S1_at
ENSDARG00000020647	trpc4apb	Dr.15279.1.S1_s_at
ENSDARG00000020647	trpc4apb	Dr.15279.2.S1_s_at
ENSDARG00000018524	midn	Dr.11290.1.A1_at
ENSDARG00000005536	ubr7	Dr.503.1.S1_at
ENSDARG00000041878	rab11ba	Dr.1915.1.S1_at
ENSDARG00000017500	rock2a	Dr.1706.1.S1_at
ENSDARG00000041878	rab11ba	Dr.1915.1.S1_at
ENSDARG00000035519	histh1l	Dr.3681.1.S1_at
ENSDARG00000022309	dspa	Dr.4929.1.A1_at
ENSDARG00000031427	calm2a	Dr.6963.1.A1_at
ENSDARG00000055009	col4a1	Dr.25970.1.A1_at
ENSDARG00000031548	ephb3a	Dr.537.1.S1_a_at
ENSDARG00000006124	kdm5c	Dr.819.1.A1_at
ENSDARG00000090086	rab11bb	Dr.16940.2.A1_at
ENSDARG00000062834	ecsit	Dr.2345.1.A1_at
ENSDARG00000054063	arpc4	Dr.13393.1.S1_at
ENSDARG00000090086	rab11bb	Dr.16940.2.A1_at
ENSDARG00000054063	arpc4	Dr.13393.1.S1_at
ENSDARG00000032264	mybl2b	Dr.17421.1.A1_at
ENSDARG00000020840	mcrs1	Dr.23962.1.A1_at
ENSDARG00000004574	gtf3c2	Dr.14846.1.S1_at
ENSDARG00000056648	ext2	Dr.6710.1.A1_at
ENSDARG00000054063	arpc4	Dr.13393.1.S1_at
ENSDARG00000028192	cradd	DrAffx.2.106.S1_at
ENSDARG00000062834	ecsit	Dr.2345.1.A1_at
ENSDARG00000075834	si:dkey-182i3.8	Dr.15995.1.A1_at
ENSDARG00000035987	psmg2	Dr.2415.1.S1_at
ENSDARG00000032264	mybl2b	Dr.17421.1.A1_at
ENSDARG00000075834	si:dkey-182i3.8	Dr.15995.1.A1_at
ENSDARG00000056648	ext2	Dr.6710.1.A1_at
ENSDARG00000004574	gtf3c2	Dr.14846.1.S1_at
ENSDARG00000056648	ext2	Dr.6710.1.A1_at
ENSDARG00000056648	ext2	Dr.6710.1.A1_at
ENSDARG00000029368	srpk2	Dr.12766.1.A1_at
ENSDARG00000012248	rgma	Dr.18272.1.S1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000013079	tubgcp2	Dr.3637.1.A1_at
ENSDARG00000013079	tubgcp2	Dr.3637.1.A1_at
ENSDARG00000023362	nr5a1b	DrAffx.1.17.S1_at
ENSDARG00000099724	relt	Dr.16221.1.A1_at
ENSDARG00000007494	st3gal8	Dr.7657.1.A1_at
ENSDARG00000070682	sdf4	Dr.20092.1.S1_at
ENSDARG00000025275	gbgt1l1	Dr.14499.1.S1_at
ENSDARG00000017775	atp5g3a	Dr.24685.1.S1_at
ENSDARG00000007494	st3gal8	Dr.7657.1.A1_at
ENSDARG00000025275	gbgt1l1	Dr.14499.1.S1_at
ENSDARG00000097652	si:dkey-234i14.2	Dr.13853.1.S1_at
ENSDARG00000078947	sdccag8	Dr.25719.1.A1_at
ENSDARG00000007494	st3gal8	Dr.7657.1.A1_at
ENSDARG00000042620	gstr	Dr.4899.1.A1_at
ENSDARG00000012025	hs6st2	Dr.2500.1.S1_at
ENSDARG00000042620	gstr	Dr.4899.1.A1_at
ENSDARG00000071558	fblim1	Dr.23763.1.A1_at
ENSDARG00000020007	col1a2	Dr.5521.1.S1_at
ENSDARG00000020007	col1a2	Dr.1377.1.A1_at
ENSDARG00000020007	col1a2	Dr.23532.1.A1_at
ENSDARG00000071558	fblim1	Dr.23763.1.A1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000056964	ilk	Dr.9544.1.S1_at
ENSDARG00000097772	si:ch211-185a18.2	Dr.26205.1.A1_at
ENSDARG00000058038	eml3	Dr.26031.1.A1_at
ENSDARG00000003697	slc5a8l	Dr.22159.1.A1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000020007	col1a2	Dr.5521.1.S1_at
ENSDARG00000020007	col1a2	Dr.1377.1.A1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000020007	col1a2	Dr.5521.1.S1_at
ENSDARG00000020007	col1a2	Dr.1377.1.A1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000014692	znf622	Dr.8500.1.A1_at
ENSDARG00000058038	eml3	Dr.26031.1.A1_at
ENSDARG00000096597		Dr.18554.1.A1_at
ENSDARG00000041689	usf1	Dr.16861.1.A1_at
ENSDARG00000096597		Dr.18554.1.A1_at
ENSDARG00000017775	atp5g3a	Dr.24685.1.S1_at
ENSDARG00000070084	phf10	Dr.2674.1.A1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000032056	arl6	Dr.18638.1.S1_at
ENSDARG00000017775	atp5g3a	Dr.24685.1.S1_at
ENSDARG00000058038	eml3	Dr.26031.1.A1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000015922	zgc:153952	Dr.7744.2.S1_at
ENSDARG00000015922	zgc:153952	Dr.7744.1.S1_at
ENSDARG00000015922	zgc:153952	Dr.25469.1.A1_at
ENSDARG00000070084	phf10	Dr.2674.1.A1_at
ENSDARG00000044074	loxl2b	Dr.23096.1.A1_at
ENSDARG00000005513	naca	Dr.4412.1.S1_at
ENSDARG00000071673	ctdspla	Dr.17189.1.A1_at
ENSDARG00000062272	afg3l2	Dr.14054.1.A1_at
ENSDARG00000044074	loxl2b	Dr.23096.1.A1_at
ENSDARG00000006112	myof	Dr.1230.1.A1_at
ENSDARG00000086815	MYADM	Dr.5332.1.A1_at
ENSDARG00000062272	afg3l2	Dr.14054.1.A1_at
ENSDARG00000015922	zgc:153952	Dr.7744.2.S1_at
ENSDARG00000015922	zgc:153952	Dr.7744.1.S1_at
ENSDARG00000015922	zgc:153952	Dr.25469.1.A1_at
ENSDARG00000024381	msto1	Dr.20972.1.S1_at
ENSDARG00000104047	si:ch211-262i1.3	Dr.9584.1.A1_at
ENSDARG00000045801	fbxl14b	Dr.21809.1.S1_at
ENSDARG00000097039	CR759845.1	Dr.17789.1.A1_at
ENSDARG00000006112	myof	Dr.1230.1.A1_at
ENSDARG00000005513	naca	Dr.4412.1.S1_at
ENSDARG00000004297	irf2bpl	Dr.25683.6.A1_at
ENSDARG00000104047	si:ch211-262i1.3	Dr.9584.1.A1_at
ENSDARG00000062154	dip2ca	Dr.7482.1.A1_at
ENSDARG00000056515	spsb1	Dr.7322.1.A1_at
ENSDARG00000013670	hyou1	Dr.17462.1.S1_at
ENSDARG00000005513	naca	Dr.4412.1.S1_at
ENSDARG00000056087	ecrg4a	Dr.6693.1.S1_at
ENSDARG00000058463	ndufab1a	Dr.8024.2.S1_a_at
ENSDARG00000058463	ndufab1a	Dr.8024.1.S1_a_at
ENSDARG00000058463	ndufab1a	Dr.8024.2.S1_x_at
ENSDARG00000062154	dip2ca	Dr.7482.1.A1_at
ENSDARG00000005513	naca	Dr.4412.1.S1_at
ENSDARG00000056087	ecrg4a	Dr.6693.1.S1_at
ENSDARG00000062154	dip2ca	Dr.7482.1.A1_at
ENSDARG00000037883	prcp	Dr.9483.1.A1_at
ENSDARG00000013843	sept5a	Dr.22662.1.A1_at
ENSDARG00000059919	zgc:162613	Dr.25577.1.A1_at
ENSDARG00000067639	prpf4	Dr.909.1.A1_at
ENSDARG00000027424	slc25a3a	Dr.11283.1.A1_at
ENSDARG00000027424	slc25a3a	Dr.11283.1.A1_at
ENSDARG00000016867	rnf128a	Dr.4850.1.A1_at
ENSDARG00000038446	nrp2b	Dr.18341.1.S1_at
ENSDARG00000016139	mkks	Dr.9157.1.S1_at
ENSDARG00000058463	ndufab1a	Dr.8024.2.S1_a_at
ENSDARG00000058463	ndufab1a	Dr.8024.1.S1_a_at
ENSDARG00000058463	ndufab1a	Dr.8024.2.S1_x_at
ENSDARG00000013843	sept5a	Dr.22662.1.A1_at
ENSDARG00000044815	serinc4	Dr.11095.1.A1_at
ENSDARG00000013843	sept5a	Dr.22662.1.A1_at
ENSDARG00000041689	usf1	Dr.16861.1.A1_at
ENSDARG00000059919	zgc:162613	Dr.12463.1.A1_at
ENSDARG00000053136	b2m	Dr.184.1.S1_at
ENSDARG00000026784	robo1	Dr.11719.1.S1_at
ENSDARG00000053136	b2m	Dr.184.1.S1_at
ENSDARG00000038537	gga1	Dr.4803.1.A1_at
ENSDARG00000041689	usf1	Dr.16861.1.A1_at
ENSDARG00000010823	memo1	Dr.14259.1.S1_at
ENSDARG00000041689	usf1	Dr.16861.1.A1_at
ENSDARG00000018383	frzb	Dr.8085.1.S1_at
ENSDARG00000043716	cldn5a	Dr.17890.1.S1_at
ENSDARG00000097480	si:dkey-263j23.1	Dr.23961.1.S1_at
ENSDARG00000030765	hadh	Dr.2045.1.A1_at
ENSDARG00000046002	necap2	Dr.13077.1.A1_at
ENSDARG00000058115	fgfr2	Dr.19222.1.S2_at
ENSDARG00000094277	mrpl44	Dr.2483.1.S1_at
ENSDARG00000097480	si:dkey-263j23.1	Dr.23961.1.S1_at
ENSDARG00000015472	gpc4	Dr.2793.1.A1_at
ENSDARG00000030765	hadh	Dr.2045.1.A1_at
ENSDARG00000046002	necap2	Dr.13077.1.A1_at
ENSDARG00000098622	ccne1	Dr.29.1.S1_at
ENSDARG00000094277	mrpl44	Dr.2483.1.S1_at
ENSDARG00000098622	ccne1	Dr.29.1.S1_at
ENSDARG00000010137	ldb1a	Dr.21122.1.A1_at
ENSDARG00000040635	rnf11b	Dr.22417.1.A1_at
ENSDARG00000054458	slmapa	Dr.143.2.A1_x_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_a_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_x_at
ENSDARG00000054458	slmapa	Dr.20630.1.A1_at
ENSDARG00000037503	thoc2	Dr.18021.1.S1_at
ENSDARG00000037503	thoc2	Dr.7899.1.S1_at
ENSDARG00000054458	slmapa	Dr.143.2.A1_x_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_a_at
ENSDARG00000018206	nck2a	Dr.9538.1.S1_at
ENSDARG00000071051	cbx6a	Dr.23738.1.A1_at
ENSDARG00000010873		Dr.7111.1.S1_a_at
ENSDARG00000010873		Dr.7111.2.S1_at
ENSDARG00000010873		Dr.10602.1.A1_at
ENSDARG00000057007	ctbp1	Dr.10711.1.S2_at
ENSDARG00000057007	ctbp1	Dr.10711.1.S1_at
ENSDARG00000057007	ctbp1	Dr.10711.1.S3_at
ENSDARG00000052866	htt	Dr.586.1.S1_at
ENSDARG00000019404	atp5d	Dr.4272.1.S1_at
ENSDARG00000052866	htt	Dr.586.1.S1_at
ENSDARG00000010873		Dr.7111.1.S1_a_at
ENSDARG00000057007	ctbp1	Dr.10711.1.S2_at
ENSDARG00000057007	ctbp1	Dr.10711.1.S1_at
ENSDARG00000057007	ctbp1	Dr.10711.1.S3_at
ENSDARG00000054458	slmapa	Dr.143.2.A1_x_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_a_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_x_at
ENSDARG00000015221	nsrp1	Dr.15147.1.A1_at
ENSDARG00000054458	slmapa	Dr.143.2.A1_x_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_a_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_x_at
ENSDARG00000054458	slmapa	Dr.20630.1.A1_at
ENSDARG00000096904	si:dkeyp-100a5.4	Dr.21858.1.A1_at
ENSDARG00000037503	thoc2	Dr.18021.1.S1_at
ENSDARG00000037503	thoc2	Dr.7899.1.S1_at
ENSDARG00000054458	slmapa	Dr.143.2.A1_x_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_a_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_at
ENSDARG00000054458	slmapa	Dr.143.1.A1_x_at
ENSDARG00000015221	nsrp1	Dr.15147.1.A1_at
ENSDARG00000043514	FMO5 (1 of many)	Dr.10583.1.A1_at
ENSDARG00000037503	thoc2	Dr.18021.1.S1_at
ENSDARG00000037503	thoc2	Dr.7899.1.S1_at
ENSDARG00000015921	pwp1	Dr.16123.1.S1_at
ENSDARG00000075569	gpbp1l1	Dr.5607.1.S1_at
ENSDARG00000023002	dtl	Dr.3526.1.S1_at
ENSDARG00000035809	col1a1b	Dr.6826.1.S1_at
ENSDARG00000076228	kif2c	Dr.25399.1.A1_at
ENSDARG00000076228	kif2c	Dr.13963.1.S1_at
ENSDARG00000076228	kif2c	Dr.13963.1.S1_at
ENSDARG00000003818	prkag1	Dr.1301.1.A1_at
ENSDARG00000069681	pcgf6	Dr.15074.1.A1_at
ENSDARG00000076228	kif2c	Dr.13963.1.S1_at
ENSDARG00000045230	cox6b1	Dr.956.1.S1_at
ENSDARG00000022187	usp6nl	Dr.11936.1.A1_at
ENSDARG00000032617	fgfrl1a	Dr.26455.1.S1_at
ENSDARG00000019986	grhprb	Dr.848.1.S1_at
ENSDARG00000076228	kif2c	Dr.25399.1.A1_at
ENSDARG00000076228	kif2c	Dr.13963.1.S1_at
ENSDARG00000091931	gpatch4	Dr.15915.1.S1_at
ENSDARG00000103250	si:dkeyp-35e5.10	Dr.6117.1.S1_at
ENSDARG00000022187	usp6nl	Dr.11936.1.A1_at
ENSDARG00000103250	si:dkeyp-35e5.10	Dr.6117.1.S1_at
ENSDARG00000045248	h3f3d	Dr.2956.1.S1_at
ENSDARG00000058115	fgfr2	Dr.19222.1.S2_at
ENSDARG00000095904	prpf31	Dr.14102.1.S1_at
ENSDARG00000070844	gamt	Dr.25133.8.S1_at
ENSDARG00000092998	si:ch211-202f5.3	Dr.254.1.A1_at
ENSDARG00000061140	colec12	Dr.10475.1.A1_at
ENSDARG00000070844	gamt	Dr.25133.8.S1_at
ENSDARG00000091931	gpatch4	Dr.15915.1.S1_at
ENSDARG00000058115	fgfr2	Dr.19222.1.S2_at
ENSDARG00000058115	fgfr2	Dr.19222.1.S2_at
ENSDARG00000061140	colec12	Dr.10475.1.A1_at
ENSDARG00000091931	gpatch4	Dr.15915.1.S1_at
ENSDARG00000069624	mrps18c	Dr.14273.1.A1_at
ENSDARG00000029177	lnx2a	Dr.11117.1.A1_at
ENSDARG00000029177	lnx2a	Dr.11117.1.A1_at
ENSDARG00000103464	pggt1b	Dr.10651.1.A1_at
ENSDARG00000016753	ipo9	Dr.25672.1.A1_at
ENSDARG00000016753	ipo9	Dr.7971.1.A1_at
ENSDARG00000103464	pggt1b	Dr.10651.1.A1_at
ENSDARG00000058062	magt1	Dr.16606.1.S1_at
ENSDARG00000003695	vdac3	Dr.1146.1.A1_at
ENSDARG00000069545	atg12	Dr.15962.1.A1_at
ENSDARG00000016753	ipo9	Dr.7971.1.A1_at
ENSDARG00000052455	porcnl	Dr.18685.1.A1_at
ENSDARG00000016753	ipo9	Dr.7971.1.A1_at
ENSDARG00000069545	atg12	Dr.15962.1.A1_at
ENSDARG00000099039	pcbp2	Dr.4783.1.S1_at
ENSDARG00000079818	helq	Dr.16890.1.A1_at
ENSDARG00000020625	jak1	Dr.275.1.S1_at
ENSDARG00000011488	sirt2	Dr.13057.1.S1_at
ENSDARG00000079818	helq	Dr.16890.1.A1_at
ENSDARG00000052455	porcnl	Dr.18685.1.A1_at
ENSDARG00000059809	caska	Dr.4363.1.S1_at
ENSDARG00000092120	BX470185.1	Dr.17211.1.S1_at
ENSDARG00000001578	echs1	Dr.7863.1.A1_at
ENSDARG00000034434	igf1rb	Dr.17727.1.S1_at
ENSDARG00000070623	med10	Dr.16321.1.S1_at
ENSDARG00000070623	med10	Dr.16321.2.S1_a_at
ENSDARG00000039400	polr1c	Dr.3838.1.A1_at
ENSDARG00000070623	med10	Dr.16321.2.S1_a_at
ENSDARG00000035521	sfrp1a	Dr.25534.1.S1_at
ENSDARG00000036811	ifrd2	Dr.1636.1.A1_at
ENSDARG00000013931	eif3m	Dr.25567.1.S1_at
ENSDARG00000039400	polr1c	Dr.3838.1.A1_at
ENSDARG00000101275	BX936433.1	Dr.3197.2.S1_at
ENSDARG00000006242	ptp4a1	Dr.4179.1.S1_at
ENSDARG00000035521	sfrp1a	Dr.25534.1.S1_at
ENSDARG00000036811	ifrd2	Dr.1636.1.A1_at
ENSDARG00000000068	slc9a3r1a	Dr.17541.1.S1_at
ENSDARG00000003216	anxa2a	Dr.1260.1.S1_at
ENSDARG00000011862	inaa	Dr.11240.1.A1_at
ENSDARG00000001859	dbx1b	Dr.8072.1.S1_at
ENSDARG00000057928	mzt2b	Dr.17436.1.A1_at
ENSDARG00000100025	si:ch211-231f6.6	Dr.21377.1.A1_at
ENSDARG00000059809	caska	Dr.4363.1.S1_at
ENSDARG00000046132	dynlt3	Dr.24464.1.A1_at
ENSDARG00000046132	dynlt3	Dr.4843.1.S1_at
ENSDARG00000014013	lbr	Dr.26402.1.S1_at
ENSDARG00000014013	lbr	Dr.25745.1.S1_at
ENSDARG00000102147	fem1c	DrAffx.1.25.S1_at
ENSDARG00000059809	caska	Dr.4363.1.S1_at
ENSDARG00000102147	fem1c	DrAffx.1.25.S1_at
ENSDARG00000059809	caska	Dr.4363.1.S1_at
ENSDARG00000101275	BX936433.1	Dr.3197.2.S1_at
ENSDARG00000014013	lbr	Dr.25745.1.S1_at
ENSDARG00000006242	ptp4a1	Dr.4179.1.S1_at
ENSDARG00000005251	rpe	Dr.237.2.S1_at
ENSDARG00000005251	rpe	Dr.237.1.A1_at
ENSDARG00000005251	rpe	Dr.237.2.S1_at
ENSDARG00000005251	rpe	Dr.237.1.A1_at
ENSDARG00000076386	epdl1	Dr.17483.1.A1_at
ENSDARG00000005251	rpe	Dr.237.2.S1_at
ENSDARG00000005251	rpe	Dr.237.1.A1_at
ENSDARG00000051934	kxd1	Dr.15888.1.A1_at
ENSDARG00000094965	nfil3-5	Dr.9920.1.A1_at
ENSDARG00000023330	anp32b	Dr.25562.1.A1_at
